약국ID,주소,약국명,대표전화1,진료시간(월요일)C,진료시간(화요일)C,진료시간(수요일)C,진료시간(목요일)C,진료시간(금요일)C,진료시간(토요일)C,진료시간(일요일)C,진료시간(공휴일)C,진료시간(월요일)S,진료시간(화요일)S,진료시간(수요일)S,진료시간(목요일)S,진료시간(금요일)S,진료시간(토요일)S,진료시간(일요일)S,진료시간(공휴일)S,우편번호1,우편번호2,병원경도,병원위도,작업일시
C1104468,서울특별시 성북구 보문로 99 1층 (보문동5가 영광빌딩),청십자약국,02-923-2393,2000,2000,2000,2000,2000,1800,2100,2100,900,900,900,900,900,900,1700,1430,28,72,127.0198265,37.58399202,42:18.0
C1107957,서울특별시 강남구 논현로 705 1층 (논현동),청아약국,02-511-6201,1900,1900,1900,1900,1900,1300,2100,2100,900,900,900,900,900,900,1700,1430,60,46,127.0299747,37.51489771,42:18.0
C1107820,서울특별시 은평구 은평로9길 13 103호 (응암동),청우약국,02-389-6772,1930,1930,1930,1930,1930,1600,2100,2100,900,900,900,900,900,900,1700,1430,34,61,126.9212056,37.60136734,42:18.0
C1100345,서울특별시 관악구 양녕로 30 (봉천동),청운약국,02-877-7977,2200,2200,2200,2200,2200,1800,2100,2100,900,900,900,900,900,900,1700,1430,87,48,126.9469447,37.48460137,42:18.0
C1103595,서울특별시 영등포구 시흥대로175길 2 (대림동),청운약국,02-833-3045,2000,2000,2000,2000,2000,1700,2100,2100,900,900,900,900,900,900,1700,1430,74,44,126.9050653,37.48785121,42:18.0
C1102606,서울특별시 종로구 명륜길 70 (명륜3가),청자약국,02-762-4933,2100,2100,2100,2100,2100,2100,2100,2100,900,900,900,900,900,900,1700,1430,30,65,126.9937722,37.58976111,42:18.0
C1107841,서울특별시 도봉구 도봉로180길 46 1층 101호 (도봉동),청춘약국,02-954-7131,1900,1900,1900,1900,1900,2100,2100,2100,900,900,900,900,900,900,1700,1430,13,20,127.0477542,37.68223111,42:18.0
C1107944,서울특별시 마포구 마포대로 25 103호 (마포동 신한디엠빌딩),청춘약국,02-3272-3333,2000,2000,2000,2000,2000,1400,2100,2100,900,900,900,900,900,900,1700,1430,41,67,126.944833,37.53937786,42:18.0
C1104180,서울특별시 관악구 남부순환로 1644,청춘약국,070-7715-2828,1830,1830,1830,1830,1830,1330,2100,2100,820,820,820,820,820,820,1700,1430,87,79,126.9333523,37.48439698,42:18.0
C1103176,서울특별시 송파구 석촌호수로 118 4층 403호 (잠실동),청호봄약국,02-3431-7771,1900,1900,1900,1900,1900,1500,2100,2100,900,900,900,900,900,900,1700,1430,55,66,127.090069,37.50743208,42:18.0
C1108412,서울특별시 강서구 공항대로 164 류마타워 104호 (마곡동),초록문약국,02-2666-7062,2000,2000,2000,2000,2000,1500,2100,2100,900,900,900,900,900,900,1700,1430,78,7,126.8255139,37.55932525,42:18.0
C1108939,서울특별시 동대문구 한천로2길 107 형인타워 103호 (장안동),초록약국,02-3394-8432,2000,2000,2000,2000,2000,1500,2100,2100,900,900,900,900,900,900,1700,1430,26,36,127.0645331,37.56246209,42:18.0
C1109192,서울특별시 광진구 능동로 111 3층 (화양동),초록약국,02-463-8797,2100,2000,2000,2000,1900,1600,2100,2100,900,900,900,900,900,900,1700,1430,50,17,127.0708594,37.54106291,42:18.0
C1103784,서울특별시 서초구 바우뫼로7길 8 501호 (우면동세신종합상가),초록약국,02-576-3647,1800,1800,1800,1800,1800,1300,2100,2100,900,900,900,900,900,900,1700,1430,67,62,127.0253765,37.47083952,42:18.0
C1104417,서울특별시 송파구 올림픽로37길 130 파크리오 A상가동 307호 (신천동),초록약국,02-424-7786,1900,1900,1900,1900,1900,1400,2100,2100,900,900,900,900,900,900,1700,1430,55,7,127.1045017,37.5208766,42:18.0
C1104297,서울특별시 노원구 한글비석로 384 대호프라자 315호 316호 (중계동),초록약국,02-933-4655,2100,2100,2100,2100,2100,1800,2100,2100,800,800,800,800,800,800,1700,1430,16,62,127.0732394,37.65980886,42:18.0
C1103083,서울특별시 은평구 수색로 191,초록약국,02-373-4190,2100,2100,2100,2100,2100,1800,2100,2100,900,900,900,900,900,900,1700,1430,35,4,126.9010799,37.57824668,42:18.0
C1100305,서울특별시 도봉구 방학로 163,초록약국,02-956-8361,1900,1900,1900,1900,1900,1700,2100,2100,900,900,900,900,900,900,1700,1430,13,84,127.0339307,37.66228876,42:18.0
C1108862,서울특별시 도봉구 노해로65길 17 중앙빌딩 1층 8호 (창동),초롱약국,02-902-7070,1930,2030,1930,1930,1930,1400,2100,2100,900,900,900,900,900,900,1700,1430,14,5,127.0460958,37.65205919,42:18.0
C1104322,서울특별시 영등포구 영중로 31,초원약국,02-2068-3031,2100,2100,2100,2100,2100,2100,2100,2100,800,800,800,800,800,800,1700,1430,73,1,126.9050143,37.51908008,42:18.0
C1100035,서울특별시 은평구 은평로10길 4,초원약국,02-6326-4986,2100,2100,2100,2100,2100,1900,2100,2100,830,830,830,830,830,830,1700,1430,34,64,126.9228063,37.59995889,42:18.0
C1104623,서울특별시 서대문구 이화여대8길 62,초원약국,02-392-8787,2020,2020,2020,2020,2020,2020,2100,2100,900,900,900,900,900,900,1700,1430,37,69,126.9498939,37.55969614,42:18.0
C1108908,서울특별시 종로구 자하문로 1 1층 1호 (내자동),초원약국,070-4647-0680,2100,2100,2100,2100,2100,2000,2100,2100,830,830,830,830,830,900,1700,1430,30,41,126.9722819,37.57631982,42:18.0
C1100307,서울특별시 광진구 강변역로4길 10 강변역지너스타워 307호 (구의동),초원온누리약국,02-3436-8743,2230,2230,2230,2230,2230,1800,2100,1800,900,900,900,900,900,900,1700,900,51,16,127.0933385,37.53526207,42:18.0
C1104651,서울특별시 동대문구 제기로 84 1층 (청량리동),초원옵티마약국,02-964-3365,1900,1900,1900,1900,1900,1800,2100,1800,900,900,900,900,900,900,1700,900,24,83,127.0425256,37.58654845,42:18.0
C1107614,서울특별시 서초구 강남대로 375 104호 (서초동 서초현대타워아파트),초이스약국,02-2055-2272,2100,2100,2100,2100,2100,1600,2200,1900,900,900,900,900,900,900,900,900,66,20,127.0278549,37.49634833,42:18.0
C1100581,서울특별시 마포구 독막로 63,최국희약국,02-324-5445,2030,2030,2030,2030,2030,2100,2200,1900,900,900,900,900,900,900,900,900,40,49,126.920539,37.54798841,42:18.0
C1100678,서울특별시 양천구 월정로 127 (신월동),하나약국,02-2606-3979,1830,1830,1830,1830,1830,1400,1500,1700,900,900,900,900,900,900,900,1000,79,23,126.837947,37.53039749,42:01.0
C1108854,서울특별시 동대문구 전농로 36 (답십리동),최선약국,02-3394-5170,2100,2100,2100,2100,2100,2100,2200,1900,800,800,800,800,800,900,900,900,26,15,127.0574061,37.5680105,42:18.0
C1103512,서울특별시 종로구 율곡로 259,충신약국,02-762-9909,2200,2200,2200,2200,2200,2130,1800,2100,930,930,930,930,930,930,1300,800,30,99,127.0068375,37.57400419,42:18.0
C1107713,서울특별시 중구 중림로2길 6 1층 (중림동),충정로조은약국,02-363-9066,1900,1900,1900,1900,1900,1400,1800,2100,900,900,900,900,900,900,1300,800,45,3,126.9635565,37.5588575,42:18.0
C1108115,서울특별시 광진구 아차산로 484 1층 (구의동),치료의빛셀메드약국,02-456-2233,2000,2000,2000,2000,2000,1900,1800,2100,900,900,900,900,900,900,1300,800,51,17,127.0956444,37.54075397,42:18.0
C1107430,서울특별시 광진구 동일로 74 1층 102호 (자양동),치료의빛예은약국,02-388-9633,2230,2230,2230,2230,2230,2230,2230,2230,900,900,900,900,900,900,900,900,50,79,127.0626709,37.5392732,42:18.0
C1103539,서울특별시 영등포구 영신로34길 10  (영등포동4가),친절약국,02-2068-5551,1800,1800,1800,1800,1800,1500,2230,1330,830,830,830,830,830,830,900,1830,73,1,126.9019707,37.51978391,42:18.0
C1107994,서울특별시 중랑구 신내로16길 17 1층 104호 (신내동),친절한명성약국,02-3421-8586,1800,1800,1800,1800,1800,1300,2230,1330,830,830,830,830,830,830,900,1830,20,53,127.097179,37.61417651,42:18.0
C1107909,서울특별시 영등포구 시흥대로 681 삼성YJ그랜드빌딩 (대림동),친절한성심정문약국,02-841-3355,1830,1830,1830,1830,1830,1330,2230,1330,830,830,830,830,830,830,900,1830,74,42,126.9087279,37.49231228,42:18.0
C1100576,서울특별시 강북구 도봉로 325 4층 (수유동 수성타워),친절한약국,02-907-1150,2000,2000,2000,2000,2000,1700,2230,1330,900,900,900,900,900,900,900,1830,10,73,127.0243499,37.63732252,42:18.0
C1108037,서울특별시 송파구 올림픽로32길 13 (방이동),친절한약국,02-421-6251,2400,2400,2400,2400,2400,2400,2400,2400,1100,1100,1100,1100,1100,1100,1400,1400,55,43,127.1092935,37.51493384,42:18.0
C1107210,서울특별시 동작구 사당로 224 1층 (사당동),친절한약국,02-584-0072,1900,1900,1900,1900,1900,1400,2400,2400,900,900,900,900,900,900,1400,1400,70,10,126.9725478,37.48370188,42:18.0
C1100578,서울특별시 구로구 부일로15길 4 (궁동),칠성약국,02-2618-6465,1900,1900,1900,1900,1900,1800,2400,2400,900,900,900,900,900,900,1400,1400,82,55,126.8344286,37.49351455,42:18.0
C1100579,서울특별시 중랑구 동일로 778  (중화동),칠칠약국,02-435-9460,2100,2100,2100,2100,2100,2100,2400,2400,900,900,900,900,900,900,1400,1400,20,88,127.0804903,37.59977491,42:18.0
C1100580,서울특별시 동대문구 왕산로 178 1층 (전농동),카톨릭대학약국,02-957-9550,1900,1900,1900,1900,1900,1700,2400,2400,830,830,830,830,830,830,1400,1400,25,59,127.0432302,37.5792988,42:18.0
C1102591,서울특별시 종로구 종로 347,캐슬온누리약국,02-3672-0305,1900,1900,1900,1900,1900,1600,2400,2400,900,900,900,900,900,900,1400,1400,31,13,127.015898,37.57381603,42:18.0
C1107374,서울특별시 강남구 테헤란로 110 5층 일부,캠브리지5층약국,02-552-9319,1900,1900,1900,1900,1900,1700,2400,2400,1000,1000,1000,1000,1000,1000,1400,1400,62,32,127.0293844,37.49806708,42:18.0
C1109116,서울특별시 강남구 도산대로12길 6 1층 (논현동),케이약국,02-511-8806,2130,2130,2130,2130,2130,1830,2400,2400,1000,1000,1000,1000,1000,1000,1400,1400,60,39,127.0234673,37.51709042,42:18.0
C1100334,서울특별시 강남구 도곡로 405,케이팜약국,02-501-5779,2000,2000,2000,2000,2000,1930,1900,2400,900,900,900,900,900,930,930,1400,62,7,127.054563,37.49758817,42:18.0
C1102515,서울특별시 송파구 석촌호수로 78 (잠실동 1층 30호),코끼리약국,02-420-2290,2230,2230,2230,2230,2230,2230,2230,2230,900,900,900,900,900,900,1100,1100,55,59,127.0860493,37.50932719,42:18.0
C1100437,서울특별시 용산구 보광로 30 2층 (보광동),코끼리약국,02-796-0484,1830,1830,1830,1830,1830,1430,2230,2230,830,830,830,830,830,830,1100,1100,44,15,127.0002862,37.52721404,42:18.0
C1108417,서울특별시 금천구 금하로 720 에벤에셀프라자 (시흥동),코끼리약국,02-809-8890,1830,1830,1830,1830,1830,1330,2230,2230,830,830,830,830,830,830,1100,1100,86,44,126.9094841,37.45044112,42:18.0
C1109189,서울특별시 강동구 고덕로 266 고덕역 대명벨리온 1층 110호 (명일동),코끼리약국,02-442-4872,2000,2000,2000,2000,2000,1700,2230,2230,900,900,900,900,900,900,1100,1100,52,69,127.1551146,37.55469368,42:18.0
C1103434,서울특별시 강남구 도산대로 110 지하 101호(논현동 KBL센터),코끼리약국,02-512-0380,1900,1900,1900,1900,1900,1400,2230,2230,900,900,900,900,900,900,1100,1100,60,38,127.0210211,37.51627998,42:18.0
C1100006,서울특별시 구로구 천왕로 32 천왕에이스프라자 103호 (천왕동),코끼리약국,02-2066-7525,2030,2030,2030,2030,2030,1800,2230,1900,900,900,900,900,900,900,1100,900,83,65,126.8397845,37.48057987,42:18.0
C1103370,서울특별시 동대문구 이문로 30 1층 (휘경동),코아약국,02-959-6380,2100,2100,2100,2100,2100,1600,2230,1900,900,900,900,900,900,900,1100,900,24,45,127.0564545,37.59018622,42:18.0
C1100440,서울특별시 강남구 논현로28길 48  (도곡동),코코약국,02-573-6152,1900,1900,1900,1900,1900,1600,2230,1900,900,900,900,900,900,900,1100,900,63,0,127.0457103,37.48433054,42:18.0
C1107348,서울특별시 중구 을지로 56  (을지로2가),코코약국,02-752-3700,2000,2000,2000,2000,2000,1600,2100,1900,900,900,900,900,900,900,1100,900,45,34,126.9839815,37.56591864,42:18.0
C1104044,서울특별시 강동구 상일로 55 202호 (상일동),코코약국,02-441-7581,1900,1900,1900,1900,1900,1300,1300,1900,900,900,900,900,900,900,900,900,52,75,127.1687882,37.55331821,42:18.0
C1107900,서울특별시 성동구 무학로 33 151동 306호 (하왕십리동 텐즈힐),코코약국,02-6013-2733,1900,1900,1900,1900,1900,1400,1300,1900,900,900,900,900,900,900,900,900,47,2,127.0260115,37.56762515,42:18.0
C1107456,서울특별시 양천구 등촌로 32 목동태영프라자 106호 (목동),코코약국,02-2649-0998,1930,1930,1930,1930,1930,1430,1300,1900,800,800,800,800,800,800,900,900,79,65,126.864165,37.53288669,42:18.0
C1109358,서울특별시 성동구 아차산로 48(성수동1가),코코온누리약국,02-465-9995,2000,2000,2000,2000,2000,1500,1300,1900,830,830,830,830,830,830,900,900,47,79,127.0495136,37.54632148,42:18.0
C1107869,서울특별시 강남구 강남대로 406,코코온누리약국,02-539-1500,2130,2130,2130,2130,2130,1930,1300,1900,930,930,930,930,930,930,900,900,61,34,127.0276251,37.49893968,42:18.0
C1108351,서울특별시 성북구 길음로 20 길음뉴타운래미안길음3차아파트 상가 3층 315호 (길음동),콩약국,02-913-3020,1830,1830,1830,1830,1830,1300,1300,1900,900,900,900,900,900,900,900,900,27,25,127.0230392,37.60475389,42:18.0
C1106988,서울특별시 송파구 강동대로 59-3,크게열린약국,02-482-7579,1900,1900,1900,1900,1900,1300,1300,1900,900,900,900,900,900,900,900,900,55,37,127.11414,37.52736669,42:18.0
C1100442,서울특별시 동대문구 망우로 80 1층 (휘경동),크로바약국,02-2217-7682,1800,1800,1800,1800,1300,1300,1830,1900,830,830,830,830,830,900,830,900,24,99,127.0622898,37.58979766,42:18.0
C1103174,서울특별시 강서구 강서로 261 연세내외과의원 2층 3호 (내발산동),크리닉약국,02-2695-8414,1830,1830,1830,1830,1830,1600,1830,1900,930,930,930,930,930,930,830,900,76,39,126.8359532,37.54918418,42:18.0
C1103712,서울특별시 송파구 올림픽로 119 잠실파인애플상가 2층 2A02호 (잠실동),크리스마스약국,02-424-1225,1900,1900,1900,1900,1900,1300,1300,1900,830,830,830,830,830,830,830,900,55,1,127.0841892,37.51210605,42:18.0
C1109223,서울특별시 강남구 강남대로 370 지하1층 (역삼동),큰길약국,02-553-1517,2330,2330,2330,2330,2330,2330,2330,2330,900,900,900,900,900,900,900,900,62,41,127.0292192,37.49585974,42:18.0
C1109447,서울특별시 강남구 압구정로 316 영진빌딩 1층 (신사동),큰나무약국,02-512-2165,2000,2000,2000,2000,2000,1900,2330,2330,930,930,930,930,930,900,900,900,60,17,127.0360267,37.5287128,42:18.0
C1103637,서울특별시 강서구 강서로47가길 16,큰덕약국,02-2664-0717,2000,2000,2000,2000,2000,1400,1900,2330,840,840,840,840,840,840,1000,900,76,39,126.835451,37.5519899,42:18.0
C1100299,서울특별시 성북구 동소문로 66 (동소문동3가),큰사랑약국,02-922-9721,1800,1800,1800,1800,1800,1300,1900,2330,900,900,900,900,900,900,1000,900,28,60,127.0129397,37.59139913,42:18.0
C1100278,서울특별시 강서구 까치산로 43 (화곡동),혜성약국,02-2602-6126,2130,2130,2130,2130,2130,2130,2200,2100,900,900,900,900,900,900,930,900,77,21,126.8447649,37.54332879,42:20.0
C1107001,서울특별시 강동구 상암로 44 1층 (천호동 유정빌딩),큰사랑약국,02-488-6763,2100,2100,1930,2100,1930,2100,1900,2330,900,900,900,900,900,830,1000,900,53,18,127.1282969,37.5496465,42:18.0
C1100297,서울특별시 중랑구 용마산로117길 45 1층 (망우동),큰사랑약국,02-433-2902,1900,1900,1900,1900,1900,1900,1900,1800,900,900,900,900,900,900,1000,900,20,73,127.0979259,37.59981412,42:18.0
C1100300,서울특별시 송파구 동남로 211  (가락동),큰사랑약국,02-448-8450,2000,2000,2000,2000,2000,1700,1900,1800,900,900,900,900,900,900,1000,900,58,20,127.1312552,37.49634673,42:18.0
C1100298,서울특별시 은평구 응암로 166 (응암동),큰사랑약국,02-374-3075,1800,1800,1800,1800,1800,1300,1900,1800,830,830,830,830,830,900,1000,900,34,78,126.9164025,37.58665985,42:18.0
C1100100,서울특별시 구로구 구로동로26길 119 1층 (구로동 정엽빌딩),큰사랑약국,02-865-1862,1830,1830,1830,1830,1830,1700,1900,1800,900,900,900,900,900,900,1000,900,83,12,126.8906189,37.49006973,42:18.0
C1104646,서울특별시 은평구 서오릉로 149 (구산동),큰사랑온누리약국,02-356-3393,1800,1800,1800,1800,1800,1700,1900,1800,900,900,900,900,900,900,1000,900,34,12,126.9162523,37.61159863,42:18.0
C1102104,서울특별시 은평구 연서로 12 청암빌딩 (역촌동),큰솔약국,02-383-8869,2100,2100,2100,2100,2100,2100,2100,2100,900,900,900,900,900,900,1000,1000,34,9,126.9164282,37.60012429,42:18.0
C1107273,서울특별시 강남구 선릉로 26 1층 일부,큰약국,02-578-8767,1800,1800,1800,1800,1800,2100,2100,2100,900,900,900,900,900,900,1000,1000,63,25,127.0614791,37.48225107,42:18.0
C1109150,서울특별시 영등포구 신길로28길 9 B1층 1호 (신길동 힐스테이트 클래시안),클래시안약국,02-6368-7490,1900,1900,1900,1900,1900,1400,1300,2100,900,900,900,900,900,900,900,1000,73,88,126.911014,37.50333477,42:18.0
C1102512,서울특별시 서대문구 연희로 117,클로버약국,02-325-6597,1900,1900,1900,1900,1900,1400,1300,2100,900,900,900,900,900,900,900,1000,37,8,126.9319267,37.5683292,42:18.0
C1100303,서울특별시 중랑구 사가정로49길 49 1층 (면목동),클로버팜약국,02-434-7184,1800,1800,1800,1800,1800,1300,1300,2100,900,900,900,900,900,900,900,1000,22,21,127.0867185,37.5832158,42:18.0
C1100304,서울특별시 강서구 강서로47가길 6,키즈약국,02-2661-8158,1730,1730,1730,1730,1730,1300,1300,2100,845,845,845,845,845,845,900,1000,76,39,126.8354817,37.55246566,42:18.0
C1102513,서울특별시 송파구 올림픽로 240,키즈플러스약국,02-411-0187,1930,1930,1930,1930,1930,2030,2000,2100,930,930,930,930,930,930,930,1000,55,54,127.0980957,37.51119811,42:18.0
C1102434,서울특별시 서초구 잠원로 69 1층 (잠원동킴스클럽),킴스약국,02-537-5716,2100,2100,2100,2100,2100,2100,2100,2200,930,930,930,930,930,930,930,930,65,11,127.0071934,37.50986288,42:18.0
C1102504,서울특별시 동대문구 휘경로3길 4 이문동빌딩 1층 (이문동),킴스팜대보약국,02-962-9366,1930,1930,1930,1930,1930,1530,2100,2200,900,900,900,900,900,900,930,930,24,20,127.0624058,37.59582163,42:18.0
C1108530,서울특별시 은평구 통일로 855-8 연신내진원와이타운 102호 (갈현동),타운약국,02-356-8647,2100,2100,2100,2100,2100,2100,2100,2200,1000,1000,1000,1000,1000,1000,930,930,33,30,126.9202037,37.61912336,42:18.0
